7.00E-01,7.27E-01,-1.16E-02
6.9918650707E-01,7.2775388773E-01,-1.1450350171E-02
6.9847128311E-01,7.2816719024E-01,-1.1339837800E-02
6.9775570754E-01,7.2858012790E-01,-1.1229318339E-02
6.9703978049E-01,7.2899270028E-01,-1.1118791813E-02
6.9632350204E-01,7.2940490695E-01,-1.1008258246E-02
6.9560687230E-01,7.2981674745E-01,-1.0897717660E-02
6.9488989138E-01,7.3022822135E-01,-1.0787170077E-02
6.9417255939E-01,7.3063932820E-01,-1.0676615518E-02
6.9345487641E-01,7.3105006757E-01,-1.0566054004E-02
6.9273684256E-01,7.3146043900E-01,-1.0455485553E-02
6.9201845794E-01,7.3187044206E-01,-1.0344910184E-02
6.9129972263E-01,7.3228007629E-01,-1.0234327915E-02
6.9058063674E-01,7.3268934126E-01,-1.0123738761E-02
6.8986120037E-01,7.3309823651E-01,-1.0013142737E-02
6.8914141360E-01,7.3350676159E-01,-9.9025398573E-03
6.8842127654E-01,7.3391491606E-01,-9.7919301345E-03
6.8770078927E-01,7.3432269947E-01,-9.6813135797E-03
6.8697995188E-01,7.3473011137E-01,-9.5706902031E-03
6.8625876446E-01,7.3513715129E-01,-9.4600600131E-03
6.8553722709E-01,7.3554381880E-01,-9.3494230168E-03
6.8481533986E-01,7.3595011344E-01,-9.2387792195E-03
6.8409310285E-01,7.3635603475E-01,-9.1281286253E-03
6.8337051614E-01,7.3676158227E-01,-9.0174712361E-03
6.8264757980E-01,7.3716675554E-01,-8.9068070522E-03
6.8192429390E-01,7.3757155411E-01,-8.7961360720E-03
6.8120065852E-01,7.3797597752E-01,-8.6854582919E-03
6.8047667373E-01,7.3838002530E-01,-8.5747737062E-03
6.7975233959E-01,7.3878369699E-01,-8.4640823067E-03
6.7902765616E-01,7.3918699213E-01,-8.3533840832E-03
6.7830262349E-01,7.3958991023E-01,-8.2426790228E-03
6.7757724165E-01,7.3999245085E-01,-8.1319671102E-03
6.7685151068E-01,7.4039461350E-01,-8.0212483270E-03
6.7612543062E-01,7.4079639771E-01,-7.9105226523E-03
6.7539900152E-01,7.4119780301E-01,-7.7997900617E-03
6.7467222341E-01,7.4159882892E-01,-7.6890505277E-03
6.7394509633E-01,7.4199947496E-01,-7.5783040195E-03
6.7321762029E-01,7.4239974065E-01,-7.4675505024E-03
6.7248979531E-01,7.4279962549E-01,-7.3567899379E-03
6.7176162142E-01,7.4319912901E-01,-7.2460222834E-03
6.7103309861E-01,7.4359825071E-01,-7.1352474918E-03
6.7030422688E-01,7.4399699010E-01,-7.0244655115E-03
6.6957500622E-01,7.4439534668E-01,-6.9136762859E-03
6.6884543662E-01,7.4479331994E-01,-6.8028797529E-03
6.6811551805E-01,7.4519090939E-01,-6.6920758450E-03
6.6738525048E-01,7.4558811452E-01,-6.5812644886E-03
6.6665463385E-01,7.4598493481E-01,-6.4704456037E-03
6.6592366811E-01,7.4638136974E-01,-6.3596191034E-03
6.6519235320E-01,7.4677741879E-01,-6.2487848935E-03
6.6446068902E-01,7.4717308143E-01,-6.1379428717E-03
6.6372867550E-01,7.4756835713E-01,-6.0270929277E-03
6.6299631251E-01,7.4796324534E-01,-5.9162349415E-03
6.6226359993E-01,7.4835774553E-01,-5.8053687838E-03
6.6153053762E-01,7.4875185714E-01,-5.6944943146E-03
6.6079712542E-01,7.4914557960E-01,-5.5836113824E-03
6.6006336316E-01,7.4953891235E-01,-5.4727198237E-03
6.5932925062E-01,7.4993185481E-01,-5.3618194616E-03
6.5859478758E-01,7.5032440638E-01,-5.2509101046E-03
6.5785997380E-01,7.5071656649E-01,-5.1399915460E-03
6.5712480899E-01,7.5110833450E-01,-5.0290635618E-03
6.5638929285E-01,7.5149970981E-01,-4.9181259096E-03
6.5565342504E-01,7.5189069178E-01,-4.8071783271E-03
6.5491720517E-01,7.5228127975E-01,-4.6962205296E-03
6.5418063283E-01,7.5267147307E-01,-4.5852522085E-03
6.5344370757E-01,7.5306127106E-01,-4.4742730287E-03
6.5270642886E-01,7.5345067300E-01,-4.3632826260E-03
6.5196879616E-01,7.5383967818E-01,-4.2522806040E-03
6.5123080884E-01,7.5422828585E-01,-4.1412665309E-03
6.5049246621E-01,7.5461649525E-01,-4.0302399358E-03
6.4975376753E-01,7.5500430557E-01,-3.9192003040E-03
6.4901471195E-01,7.5539171597E-01,-3.8081470721E-03
6.4827529854E-01,7.5577872561E-01,-3.6970796226E-03
6.4753552628E-01,7.5616533356E-01,-3.5859972770E-03
6.4679539403E-01,7.5655153889E-01,-3.4748992884E-03
6.4605490051E-01,7.5693734058E-01,-3.3637848329E-03
6.4531404431E-01,7.5732273759E-01,-3.2526529986E-03
6.4457282385E-01,7.5770772879E-01,-3.1415027746E-03
6.4383123736E-01,7.5809231300E-01,-3.0303330361E-03
6.4308928284E-01,7.5847648893E-01,-2.9191425278E-03
6.4234695807E-01,7.5886025522E-01,-2.8079298442E-03
6.4160426050E-01,7.5924361038E-01,-2.6966934053E-03
6.4086118726E-01,7.5962655280E-01,-2.5854314278E-03
6.4011773508E-01,7.6000908072E-01,-2.4741418900E-03
6.3937390023E-01,7.6039119219E-01,-2.3628224886E-03
6.3862967839E-01,7.6077288508E-01,-2.2514705851E-03
6.3788506457E-01,7.6115415698E-01,-2.1400831394E-03
6.3714005298E-01,7.6153500518E-01,-2.0286566254E-03
6.3639463682E-01,7.6191542662E-01,-1.9171869236E-03
6.3564880805E-01,7.6229541778E-01,-1.8056691819E-03
6.3490255707E-01,7.6267497457E-01,-1.6940976334E-03
6.3415587235E-01,7.6305409222E-01,-1.5824653533E-03
6.3340873979E-01,7.6343276505E-01,-1.4707639294E-03
6.3266114202E-01,7.6381098622E-01,-1.3589830053E-03
6.3191305721E-01,7.6418874736E-01,-1.2471096345E-03
6.3116445750E-01,7.6456603805E-01,-1.1351273398E-03
6.3041530653E-01,7.6494284504E-01,-1.0230147021E-03
6.2966555558E-01,7.6531915105E-01,-9.1074316206E-04
6.2891513734E-01,7.6569493291E-01,-7.9827344014E-04
6.2816395491E-01,7.6607015846E-01,-6.8554937714E-04
6.2741186156E-01,7.6644478106E-01,-5.7248657242E-04
6.2665861907E-01,7.6681872938E-01,-4.5894942954E-04
6.2590380058E-01,7.6719188639E-01,-3.4469860622E-04
6.2514651534E-01,7.6756404253E-01,-2.2924641204E-04
6.2438432653E-01,7.6793479926E-01,-1.1131842029E-04
6.2360472625E-01,7.6830459563E-01,1.4774991802E-05
6.2282018759E-01,7.6876847353E-01,1.1060800750E-04
6.2205377732E-01,7.6932906736E-01,1.6450619443E-04
6.2129953714E-01,7.6989160190E-01,2.1176178556E-04
6.2054985512E-01,7.7045295332E-01,2.5700064724E-04
6.1980231587E-01,7.7101316864E-01,3.0133451940E-04
6.1905592776E-01,7.7157242994E-01,3.4516400500E-04
6.1831019468E-01,7.7213087336E-01,3.8867409318E-04
6.1756483416E-01,7.7268859301E-01,4.3196443541E-04
6.1681967036E-01,7.7324565478E-01,4.7509457237E-04
6.1607458652E-01,7.7380210603E-01,5.1810281748E-04
6.1532950117E-01,7.7435798175E-01,5.6101523478E-04
6.1458435529E-01,7.7491330843E-01,6.0385033819E-04
6.1383910475E-01,7.7546810654E-01,6.4662174043E-04
6.1309371575E-01,7.7602239222E-01,6.8933973661E-04
6.1234816182E-01,7.7657617836E-01,7.3201229741E-04
6.1160242186E-01,7.7712947543E-01,7.7464571716E-04
6.1085647883E-01,7.7768229202E-01,8.1724505120E-04
6.1011031874E-01,7.7823463525E-01,8.5981441951E-04
6.0936393003E-01,7.7878651107E-01,9.0235722286E-04
6.0861730299E-01,7.7933792453E-01,9.4487629999E-04
6.0787042945E-01,7.7988887989E-01,9.8737404414E-04
6.0712330246E-01,7.8043938080E-01,1.0298524909E-03
6.0637591606E-01,7.8098943040E-01,1.0723133853E-03
6.0562826511E-01,7.8153903141E-01,1.1147582344E-03
6.0488034519E-01,7.8208818617E-01,1.1571883476E-03
6.0413215241E-01,7.8263689672E-01,1.1996048697E-03
6.0338368341E-01,7.8318516485E-01,1.2420088067E-03
6.0263493523E-01,7.8373299213E-01,1.2844010472E-03
6.0188590528E-01,7.8428037991E-01,1.3267823792E-03
6.0113659125E-01,7.8482732940E-01,1.3691535049E-03
6.0038699113E-01,7.8537384165E-01,1.4115150520E-03
5.9963710312E-01,7.8591991759E-01,1.4538675836E-03
5.9888692564E-01,7.8646555805E-01,1.4962116068E-03
5.9813645727E-01,7.8701076372E-01,1.5385475792E-03
5.9738569677E-01,7.8755553525E-01,1.5808759152E-03
5.9663464302E-01,7.8809987319E-01,1.6231969909E-03
5.9588329504E-01,7.8864377801E-01,1.6655111484E-03
5.9513165195E-01,7.8918725014E-01,1.7078186996E-03
5.9437971298E-01,7.8973028995E-01,1.7501199296E-03
5.9362747743E-01,7.9027289774E-01,1.7924150993E-03
5.9287494471E-01,7.9081507379E-01,1.8347044478E-03
5.9212211429E-01,7.9135681833E-01,1.8769881949E-03
5.9136898568E-01,7.9189813155E-01,1.9192665427E-03
5.9061555850E-01,7.9243901361E-01,1.9615396772E-03
5.8986183237E-01,7.9297946463E-01,2.0038077702E-03
5.8910780701E-01,7.9351948472E-01,2.0460709801E-03
5.8835348215E-01,7.9405907395E-01,2.0883294534E-03
5.8759885757E-01,7.9459823237E-01,2.1305833257E-03
5.8684393310E-01,7.9513696002E-01,2.1728327224E-03
5.8608870860E-01,7.9567525691E-01,2.2150777599E-03
5.8533318395E-01,7.9621312302E-01,2.2573185459E-03
5.8457735907E-01,7.9675055833E-01,2.2995551805E-03
5.8382123391E-01,7.9728756282E-01,2.3417877565E-03
5.8306480844E-01,7.9782413641E-01,2.3840163604E-03
5.8230808265E-01,7.9836027906E-01,2.4262410720E-03
5.8155105657E-01,7.9889599067E-01,2.4684619660E-03
5.8079373022E-01,7.9943127116E-01,2.5106791115E-03
5.8003610368E-01,7.9996612044E-01,2.5528925728E-03
5.7927817701E-01,8.0050053839E-01,2.5951024096E-03
5.7851995030E-01,8.0103452489E-01,2.6373086774E-03
5.7776142366E-01,8.0156807982E-01,2.6795114279E-03
5.7700259721E-01,8.0210120305E-01,2.7217107089E-03
5.7624347109E-01,8.0263389443E-01,2.7639065649E-03
5.7548404545E-01,8.0316615382E-01,2.8060990369E-03
5.7472432044E-01,8.0369798106E-01,2.8482881634E-03
5.7396429624E-01,8.0422937600E-01,2.8904739795E-03
5.7320397302E-01,8.0476033846E-01,2.9326565180E-03
5.7244335099E-01,8.0529086829E-01,2.9748358091E-03
5.7168243034E-01,8.0582096529E-01,3.0170118806E-03
5.7092121128E-01,8.0635062931E-01,3.0591847583E-03
5.7015969403E-01,8.0687986014E-01,3.1013544656E-03
5.6939787881E-01,8.0740865761E-01,3.1435210241E-03
5.6863576588E-01,8.0793702152E-01,3.1856844537E-03
5.6787335545E-01,8.0846495167E-01,3.2278447722E-03
5.6711064779E-01,8.0899244788E-01,3.2700019961E-03
5.6634764315E-01,8.0951950995E-01,3.3121561401E-03
5.6558434179E-01,8.1004613766E-01,3.3543072174E-03
5.6482074397E-01,8.1057233081E-01,3.3964552400E-03
5.6405684998E-01,8.1109808919E-01,3.4386002185E-03
5.6329266008E-01,8.1162341260E-01,3.4807421621E-03
5.6252817457E-01,8.1214830082E-01,3.5228810788E-03
5.6176339373E-01,8.1267275363E-01,3.5650169758E-03
5.6099831785E-01,8.1319677083E-01,3.6071498587E-03
5.6023294723E-01,8.1372035218E-01,3.6492797326E-03
5.5946728218E-01,8.1424349748E-01,3.6914066011E-03
5.5870132299E-01,8.1476620650E-01,3.7335304673E-03
5.5793506999E-01,8.1528847901E-01,3.7756513332E-03
5.5716852347E-01,8.1581031480E-01,3.8177692000E-03
5.5640168377E-01,8.1633171363E-01,3.8598840680E-03
5.5563455120E-01,8.1685267529E-01,3.9019959369E-03
5.5486712608E-01,8.1737319954E-01,3.9441048055E-03
5.5409940875E-01,8.1789328615E-01,3.9862106720E-03
5.5333139952E-01,8.1841293490E-01,4.0283135338E-03
5.5256309875E-01,8.1893214556E-01,4.0704133880E-03
5.5179450675E-01,8.1945091789E-01,4.1125102305E-03
5.5102562388E-01,8.1996925166E-01,4.1546040572E-03
5.5025645047E-01,8.2048714664E-01,4.1966948630E-03
5.4948698686E-01,8.2100460259E-01,4.2387826426E-03
5.4871723341E-01,8.2152161929E-01,4.2808673899E-03
5.4794719047E-01,8.2203819650E-01,4.3229490984E-03
5.4717685837E-01,8.2255433398E-01,4.3650277613E-03
5.4640623749E-01,8.2307003151E-01,4.4071033710E-03
5.4563532817E-01,8.2358528883E-01,4.4491759197E-03
5.4486413078E-01,8.2410010572E-01,4.4912453992E-03
5.4409264566E-01,8.2461448195E-01,4.5333118008E-03
5.4332087319E-01,8.2512841727E-01,4.5753751154E-03
5.4254881373E-01,8.2564191145E-01,4.6174353335E-03
5.4177646765E-01,8.2615496425E-01,4.6594924454E-03
5.4100383531E-01,8.2666757544E-01,4.7015464408E-03
5.4023091707E-01,8.2717974478E-01,4.7435973094E-03
5.3945771333E-01,8.2769147202E-01,4.7856450403E-03
5.3868422443E-01,8.2820275695E-01,4.8276896224E-03
5.3791045077E-01,8.2871359931E-01,4.8697310443E-03
5.3713639272E-01,8.2922399888E-01,4.9117692943E-03
5.3636205065E-01,8.2973395540E-01,4.9538043603E-03
5.3558742494E-01,8.3024346866E-01,4.9958362303E-03
5.3481251598E-01,8.3075253841E-01,5.0378648916E-03
5.3403732414E-01,8.3126116441E-01,5.0798903315E-03
5.3326184981E-01,8.3176934642E-01,5.1219125371E-03
5.3248609338E-01,8.3227708422E-01,5.1639314950E-03
5.3171005522E-01,8.3278437756E-01,5.2059471920E-03
5.3093373573E-01,8.3329122621E-01,5.2479596143E-03
5.3015713530E-01,8.3379762993E-01,5.2899687480E-03
5.2938025432E-01,8.3430358849E-01,5.3319745792E-03
5.2860309317E-01,8.3480910165E-01,5.3739770935E-03
5.2782565225E-01,8.3531416918E-01,5.4159762765E-03
5.2704793195E-01,8.3581879084E-01,5.4579721136E-03
5.2626993267E-01,8.3632296639E-01,5.4999645899E-03
5.2549165480E-01,8.3682669561E-01,5.5419536906E-03
5.2471309874E-01,8.3732997825E-01,5.5839394004E-03
5.2393426489E-01,8.3783281409E-01,5.6259217041E-03
5.2315515364E-01,8.3833520288E-01,5.6679005863E-03
5.2237576540E-01,8.3883714441E-01,5.7098760312E-03
5.2159610057E-01,8.3933863843E-01,5.7518480233E-03
5.2081615954E-01,8.3983968471E-01,5.7938165467E-03
5.2003594272E-01,8.4034028303E-01,5.8357815852E-03
5.1925545052E-01,8.4084043314E-01,5.8777431228E-03
5.1847468334E-01,8.4134013482E-01,5.9197011433E-03
